sensor_id;sensor_type;location;lat;lon;timestamp;P1;P2
26640;HPM;14269;47.358;0.724;2020-06-10T00:02:23;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:05:56;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:09:10;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:12:09;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:12:57;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:13:44;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:16:32;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:20:24;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:20:56;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:21:28;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:22:00;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:24:57;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:27:49;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:30:41;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:31:13;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:34:03;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:37:56;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:40:48;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:41:19;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:44:21;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:47:22;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:47:54;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:51:05;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:53:56;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T00:57:08;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T01:00:00;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T01:04:53;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T01:05:39;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T01:08:36;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T01:11:48;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T01:14:40;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T01:15:12;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T01:18:12;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T01:22:08;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T01:24:46;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T01:27:38;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T01:30:40;3.0;4.0
26640;HPM;14269;47.358;0.724;2020-06-10T01:31:12;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T01:33:22;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T01:36:14;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T01:39:07;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T01:42:08;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T01:45:00;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T01:47:51;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T01:50:43;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T01:53:35;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T01:56:37;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T01:59:39;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:00:19;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:00:51;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:01:22;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:03:32;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:04:04;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:04:36;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:07:34;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:10:16;3.0;4.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:13:28;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:16:30;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:19:22;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:22:04;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:24:45;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:27:17;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:30:09;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:33:11;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:35:53;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:38:34;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:41:16;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:43:58;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:46:40;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:49:42;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:52:34;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:55:36;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:58:27;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T02:58:59;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:02:00;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:05:32;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:06:15;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:08:24;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:09:08;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:11:56;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:12:28;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:13:00;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:13:32;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:14:21;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:17:40;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:20:32;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:23:14;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:25:55;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:28:37;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:31:19;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:34:21;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:34:53;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:38:34;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:41:36;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:44:48;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:45:20;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:48:20;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:51:22;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:54:34;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T03:57:56;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:00:48;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:01:20;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:01:51;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:02:23;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:05:21;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:08:43;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:09:15;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:12:16;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:15:07;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:18:30;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:21:21;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:24:13;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:27:15;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:30:17;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:32:59;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:36:31;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:37:03;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:37:35;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:38:21;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:39:03;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:39:37;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:42:35;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:45:47;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:48:49;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:49:21;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:52:22;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:53:04;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:55:54;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:56:34;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T04:59:26;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:02:28;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:05:20;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:08:12;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:08:44;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:11:34;10.0;11.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:14:36;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:15:16;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:18:19;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:19:00;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:22:01;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:24:53;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:25:24;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:27:35;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:30:37;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:33:38;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:36:51;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:39:42;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:42:34;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:45:36;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:45:46;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:48:38;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:49:10;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:51:20;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:52:05;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:55:03;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:55:50;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T05:58:45;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:01:47;10.0;11.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:02:19;9.0;10.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:02:50;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:05:49;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:06:33;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:07:05;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:07:36;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:10:43;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:13:55;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:16:36;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:18:48;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:21:40;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:24:42;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:27:54;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:30:46;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:33:48;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:36:50;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:37:09;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:40:02;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:40:34;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:43:34;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:46:36;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:47:08;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:47:39;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:51:39;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:54:41;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:55:24;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T06:58:14;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:01:05;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:01:37;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:02:09;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:05:08;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:08:10;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:11:22;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:11:54;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:12:26;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:15:25;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:18:27;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:21:29;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:24:31;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:27:33;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:30:25;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:33:47;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:34:33;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:37:19;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:40:41;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:41:52;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:42:24;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:44:54;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:47:46;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:50:38;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:53:30;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T07:57:32;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:00:34;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:01:19;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:01:51;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:02:23;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:04:37;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:07:29;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:10:51;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:13:53;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:16:45;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:19:48;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:20:29;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:23:39;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:26:31;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:29:23;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:32:35;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:35:27;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:38:39;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:40:50;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:43:42;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:44:25;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:44:57;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:46:08;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:46:47;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:49:36;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:52:28;8.0;9.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:55:10;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:58:02;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T08:58:33;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T09:01:24;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T09:04:46;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T09:07:58;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T09:10:50;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T09:11:22;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T09:14:12;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T09:17:04;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T09:20:57;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T09:22:38;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T09:23:09;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T09:27:00;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T09:30:03;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T09:32:54;16.0;17.0
26640;HPM;14269;47.358;0.724;2020-06-10T09:35:36;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T09:36:08;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T09:39:09;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T09:42:10;7.0;8.0
26640;HPM;14269;47.358;0.724;2020-06-10T09:45:12;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T09:48:24;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T09:50:16;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T09:54:28;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T09:57:30;3.0;4.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:00:22;3.0;4.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:02:34;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:03:05;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:06:26;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:06:58;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:07:30;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:10:39;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:11:17;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:11:49;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:14:52;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:15:23;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:16:09;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:19:04;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:19:36;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:20:18;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:23:27;3.0;4.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:25:49;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:26:29;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:27:01;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:27:16;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:30:12;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:30:53;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:33:04;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:35:55;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:38:57;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:39:29;6.0;7.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:40:26;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:43:32;2.0;3.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:46:22;3.0;4.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:49:24;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:52:16;3.0;4.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:55:08;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:56:08;3.0;4.0
26640;HPM;14269;47.358;0.724;2020-06-10T10:59:11;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:02:02;3.0;4.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:05:14;3.0;4.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:05:55;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:06:27;3.0;4.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:09:27;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:12:19;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:15:01;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:15:53;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:16:25;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:16:56;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:20:05;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:20:37;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:23:36;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:26:28;3.0;4.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:30:21;3.0;4.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:33:13;2.0;3.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:35:54;3.0;4.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:40:27;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:43:19;3.0;4.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:43:51;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:44:23;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:47:22;3.0;4.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:50:14;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:53:16;3.0;4.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:56:08;3.0;4.0
26640;HPM;14269;47.358;0.724;2020-06-10T11:59:10;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T12:02:02;3.0;4.0
26640;HPM;14269;47.358;0.724;2020-06-10T12:02:34;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T12:02:57;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T12:03:29;2.0;3.0
26640;HPM;14269;47.358;0.724;2020-06-10T12:06:34;2.0;3.0
26640;HPM;14269;47.358;0.724;2020-06-10T12:09:26;3.0;4.0
26640;HPM;14269;47.358;0.724;2020-06-10T12:09:58;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T12:13:19;3.0;4.0
26640;HPM;14269;47.358;0.724;2020-06-10T12:15:30;3.0;4.0
26640;HPM;14269;47.358;0.724;2020-06-10T12:18:32;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T12:21:24;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T12:21:56;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T12:24:56;4.0;5.0
26640;HPM;14269;47.358;0.724;2020-06-10T12:27:58;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T12:28:38;5.0;6.0
26640;HPM;14269;47.358;0.724;2020-06-10T12:31:31;3.0;4.0
26640;HPM;14269;47.358;0.724;2020-06-10T12:34:22;5.0;6.0
